"취업일자","연령","장애유형","중증여부","근무지역","취업직종대분류","연령대","장애유형_중증여부","월","근무지역분류"
"2020-09-10",37,"청각장애","중증","대전 동구","경영·행정·사무직",3,"청각장애-중증","09","대전"
"2020-09-10",58,"지체장애","경증","대전 동구","경영·행정·사무직",5,"지체장애-경증","09","대전"
"2020-09-10",45,"지적장애","중증","대전 동구","경영·행정·사무직",4,"지적장애-중증","09","대전"
"2020-09-10",23,"지적장애","중증","대전 동구","경영·행정·사무직",2,"지적장애-중증","09","대전"
"2020-09-10",22,"지적장애","중증","대전 동구","경영·행정·사무직",2,"지적장애-중증","09","대전"
"2020-09-10",35,"정신장애","중증","대전 동구","경영·행정·사무직",3,"정신장애-중증","09","대전"
"2020-09-10",21,"지적장애","중증","대전 동구","경영·행정·사무직",2,"지적장애-중증","09","대전"
"2020-10-12",30,"지적장애","중증","서울 구로구","경영·행정·사무직",3,"지적장애-중증","10","서울"
"2020-02-03",60,"청각장애","중증","경남 김해시","청소 및 기타 개인서비스직",6,"청각장애-중증","02","경남"
"2020-01-01",62,"시각장애","중증","경기 수원시 영통구","청소 및 기타 개인서비스직",6,"시각장애-중증","01","경기"
"2020-11-02",54,"지체장애","경증","대구 중구","청소 및 기타 개인서비스직",5,"지체장애-경증","11","대구"
"2020-03-01",32,"정신장애","중증","서울 금천구","경영·행정·사무직",3,"정신장애-중증","03","서울"
"2020-05-06",52,"지체장애","경증","인천 계양구","제조 단순직",5,"지체장애-경증","05","인천"
"2020-05-25",24,"지적장애","중증","광주 광산구","청소 및 기타 개인서비스직",2,"지적장애-중증","05","광주"
"2020-01-20",26,"지적장애","중증","광주 광산구","제조 단순직",2,"지적장애-중증","01","광주"
"2020-02-17",34,"정신장애","중증","광주 광산구","제조 단순직",3,"정신장애-중증","02","광주"
"2020-09-01",26,"청각장애","중증","광주 광산구","전기·전자 설치·정비·생산직",2,"청각장애-중증","09","광주"
"2020-08-10",39,"청각장애","경증","광주 광산구","전기·전자 설치·정비·생산직",3,"청각장애-경증","08","광주"
"2020-09-11",28,"지적장애","중증","전북 전주시 덕진구","보건·의료직",2,"지적장애-중증","09","전북"
"2020-09-01",28,"지적장애","중증","서울 중구","전기·전자 설치·정비·생산직",2,"지적장애-중증","09","서울"
"2020-09-01",20,"지적장애","중증","서울 중구","전기·전자 설치·정비·생산직",2,"지적장애-중증","09","서울"
"2020-09-01",24,"지적장애","중증","서울 중구","제조 단순직",2,"지적장애-중증","09","서울"
"2020-01-08",22,"지적장애","중증","서울 중구","제조 단순직",2,"지적장애-중증","01","서울"
"2020-11-02",20,"지적장애","중증","서울 중구","제조 단순직",2,"지적장애-중증","11","서울"
"2020-04-06",44,"지체장애","중증","서울 중구","경영·행정·사무직",4,"지체장애-중증","04","서울"
"2020-08-03",31,"지적장애","중증","서울 중구","제조 단순직",3,"지적장애-중증","08","서울"
"2020-11-02",37,"시각장애","경증","울산 북구","운전·운송직",3,"시각장애-경증","11","울산"
"2020-11-02",33,"정신장애","중증","울산 남구","보건·의료직",3,"정신장애-중증","11","울산"
"2020-11-01",63,"청각장애","경증","울산 남구","보건·의료직",6,"청각장애-경증","11","울산"
"2020-04-27",46,"지체장애","중증","경기 성남시 중원구","사회복지·종교직",4,"지체장애-중증","04","경기"
"2020-05-01",27,"청각장애","경증","충남 천안시","전기·전자 설치·정비·생산직",2,"청각장애-경증","05","충남"
"2020-07-22",30,"지체장애","경증","서울 중구","청소 및 기타 개인서비스직",3,"지체장애-경증","07","서울"
"2020-06-29",41,"지체장애","경증","경기 고양시 일산서구","경영·행정·사무직",4,"지체장애-경증","06","경기"
"2020-03-16",63,"청각장애","중증","경기 수원시 장안구","청소 및 기타 개인서비스직",6,"청각장애-중증","03","경기"
"2020-03-18",26,"지적장애","중증","서울 양천구","식품 가공·생산직",2,"지적장애-중증","03","서울"
"2020-09-01",57,"지체장애","경증","경기 군포시","제조 단순직",5,"지체장애-경증","09","경기"
"2020-03-01",65,"시각장애","경증","대구 남구","경호·경비직",6,"시각장애-경증","03","대구"
"2020-01-01",39,"지체장애","경증","경기 고양시","경영·행정·사무직",3,"지체장애-경증","01","경기"
"2020-04-20",43,"정신장애","경증","서울 강남구","경영·행정·사무직",4,"정신장애-경증","04","서울"
"2020-01-02",26,"지적장애","중증","서울 중구","음식 서비스직",2,"지적장애-중증","01","서울"
"2020-03-02",28,"지적장애","중증","서울 동대문구","음식 서비스직",2,"지적장애-중증","03","서울"
"2020-08-06",41,"시각장애","중증","경기 성남시 분당구","청소 및 기타 개인서비스직",4,"시각장애-중증","08","경기"
"2020-08-05",25,"청각장애","중증","충남 천안시","청소 및 기타 개인서비스직",2,"청각장애-중증","08","충남"
"2020-07-20",53,"지체장애","경증","경기 시흥시","청소 및 기타 개인서비스직",5,"지체장애-경증","07","경기"
"2020-06-11",74,"시각장애","경증","인천 남동구","청소 및 기타 개인서비스직",7,"시각장애-경증","06","인천"
"2020-01-02",30,"지적장애","중증","인천 연수구","경영·행정·사무직",3,"지적장애-중증","01","인천"
"2020-12-09",41,"지체장애","경증","인천 연수구","경영·행정·사무직",4,"지체장애-경증","12","인천"
"2020-11-04",56,"지체장애","중증","인천 연수구","경영·행정·사무직",5,"지체장애-중증","11","인천"
"2020-07-21",41,"지적장애","중증","경기 양주시","청소 및 기타 개인서비스직",4,"지적장애-중증","07","경기"
"2020-02-25",47,"지적장애","중증","경기 양주시","청소 및 기타 개인서비스직",4,"지적장애-중증","02","경기"
"2020-02-17",33,"지체장애","중증","서울 노원구","경영·행정·사무직",3,"지체장애-중증","02","서울"
"2020-06-08",26,"시각장애","경증","경기 화성시","청소 및 기타 개인서비스직",2,"시각장애-경증","06","경기"
"2020-07-06",40,"시각장애","경증","충북 음성군","제조 단순직",4,"시각장애-경증","07","충북"
"2020-07-06",24,"지적장애","중증","충북 음성군","제조 단순직",2,"지적장애-중증","07","충북"
"2020-10-12",46,"지체장애","경증","충북 음성군","식품 가공·생산직",4,"지체장애-경증","10","충북"
"2020-04-13",21,"지적장애","중증","충북 음성군","제조 단순직",2,"지적장애-중증","04","충북"
"2020-02-17",27,"지적장애","중증","충북 음성군","제조 단순직",2,"지적장애-중증","02","충북"
"2020-06-08",25,"지적장애","중증","충북 음성군","제조 단순직",2,"지적장애-중증","06","충북"
"2020-08-03",23,"지적장애","중증","충북 음성군","식품 가공·생산직",2,"지적장애-중증","08","충북"
"2020-08-31",23,"지적장애","중증","충북 음성군","식품 가공·생산직",2,"지적장애-중증","08","충북"
"2020-01-01",46,"지체장애","경증","경북 경주시","운전·운송직",4,"지체장애-경증","01","경북"
"2020-11-02",63,"지체장애","경증","경기 오산시","사회복지·종교직",6,"지체장애-경증","11","경기"
"2020-11-02",48,"지체장애","경증","경기 오산시","사회복지·종교직",4,"지체장애-경증","11","경기"
"2020-11-02",58,"지체장애","중증","경기 오산시","사회복지·종교직",5,"지체장애-중증","11","경기"
"2020-03-01",49,"지체장애","경증","대구 남구","인쇄·목재·공예 및 기타 설치·정비·생산직",4,"지체장애-경증","03","대구"
"2020-06-12",48,"지적장애","중증","충북 진천군","식품 가공·생산직",4,"지적장애-중증","06","충북"
"2020-06-12",30,"지적장애","중증","충북 진천군","식품 가공·생산직",3,"지적장애-중증","06","충북"
"2020-06-12",28,"지적장애","중증","충북 진천군","식품 가공·생산직",2,"지적장애-중증","06","충북"
"2020-08-01",20,"지적장애","중증","충북 진천군","전기·전자 설치·정비·생산직",2,"지적장애-중증","08","충북"
"2020-04-01",37,"지적장애","중증","경남 의령군","제조 단순직",3,"지적장애-중증","04","경남"
"2020-09-14",62,"지체장애","중증","전북 익산시","청소 및 기타 개인서비스직",6,"지체장애-중증","09","전북"
"2020-03-16",26,"지적장애","중증","전북 익산시","섬유·의복 생산직",2,"지적장애-중증","03","전북"
"2020-02-22",24,"지적장애","중증","전북 익산시","섬유·의복 생산직",2,"지적장애-중증","02","전북"
"2020-06-15",38,"지적장애","중증","전북 익산시","섬유·의복 생산직",3,"지적장애-중증","06","전북"
"2020-06-15",29,"지적장애","중증","전북 익산시","섬유·의복 생산직",2,"지적장애-중증","06","전북"
"2020-08-01",61,"지체장애","경증","전북 익산시","청소 및 기타 개인서비스직",6,"지체장애-경증","08","전북"
"2020-03-01",75,"지체장애","경증","경기 여주시","청소 및 기타 개인서비스직",7,"지체장애-경증","03","경기"
"2020-05-11",37,"시각장애","중증","서울 마포구","음식 서비스직",3,"시각장애-중증","05","서울"
"2020-01-01",39,"시각장애","중증","인천 서구","보건·의료직",3,"시각장애-중증","01","인천"
"2020-01-01",71,"시각장애","중증","인천 서구","보건·의료직",7,"시각장애-중증","01","인천"
"2020-07-01",24,"지적장애","중증","강원 원주시","전기·전자 설치·정비·생산직",2,"지적장애-중증","07","강원"
"2020-03-30",45,"지체장애","경증","강원 원주시","전기·전자 설치·정비·생산직",4,"지체장애-경증","03","강원"
"2020-03-30",32,"지적장애","중증","강원 원주시","전기·전자 설치·정비·생산직",3,"지적장애-중증","03","강원"
"2020-03-30",49,"지체장애","경증","강원 원주시","전기·전자 설치·정비·생산직",4,"지체장애-경증","03","강원"
"2020-01-01",71,"지체장애","중증","대전 서구","청소 및 기타 개인서비스직",7,"지체장애-중증","01","대전"
"2020-05-08",43,"정신장애","중증","대전 서구","음식 서비스직",4,"정신장애-중증","05","대전"
"2020-05-07",29,"지적장애","중증","대전 서구","음식 서비스직",2,"지적장애-중증","05","대전"
"2020-12-14",67,"지체장애","경증","대전 서구","청소 및 기타 개인서비스직",6,"지체장애-경증","12","대전"
"2020-12-22",66,"지체장애","경증","대전 서구","운전·운송직",6,"지체장애-경증","12","대전"
"2020-04-13",58,"지체장애","경증","대전 서구","음식 서비스직",5,"지체장애-경증","04","대전"
"2020-03-12",51,"지적장애","중증","대전 서구","청소 및 기타 개인서비스직",5,"지적장애-중증","03","대전"
"2020-02-04",54,"시각장애","경증","대전 서구","청소 및 기타 개인서비스직",5,"시각장애-경증","02","대전"
"2020-02-03",58,"청각장애","중증","대전 서구","청소 및 기타 개인서비스직",5,"청각장애-중증","02","대전"
"2020-02-03",66,"청각장애","중증","대전 서구","청소 및 기타 개인서비스직",6,"청각장애-중증","02","대전"
"2020-02-13",54,"지체장애","경증","대전 서구","청소 및 기타 개인서비스직",5,"지체장애-경증","02","대전"
"2020-09-15",44,"시각장애","경증","경기 포천시","제조 단순직",4,"시각장애-경증","09","경기"
"2020-03-24",56,"지체장애","경증","경기 포천시","제조 단순직",5,"지체장애-경증","03","경기"
"2020-02-13",47,"지체장애","중증","경기 포천시","제조 단순직",4,"지체장애-중증","02","경기"
"2020-08-01",61,"지체장애","중증","경기 포천시","제조 단순직",6,"지체장애-중증","08","경기"
"2020-11-30",49,"정신장애","중증","경기 화성시(수원)","청소 및 기타 개인서비스직",4,"정신장애-중증","11","경기"
"2020-11-16",43,"청각장애","경증","경기 화성시(화성)","운전·운송직",4,"청각장애-경증","11","경기"
"2020-09-02",34,"청각장애","중증","경기 화성시","제조 단순직",3,"청각장애-중증","09","경기"
"2020-03-04",53,"지체장애","경증","경북 경산시","경영·행정·사무직",5,"지체장애-경증","03","경북"
"2020-09-14",50,"시각장애","중증","서울 광진구","보건·의료직",5,"시각장애-중증","09","서울"
"2020-05-01",42,"시각장애","중증","서울 광진구","보건·의료직",4,"시각장애-중증","05","서울"
"2020-11-01",26,"시각장애","중증","서울 광진구","보건·의료직",2,"시각장애-중증","11","서울"
"2020-09-14",26,"지적장애","중증","울산 남구","경영·행정·사무직",2,"지적장애-중증","09","울산"
"2020-09-14",34,"지적장애","중증","울산 남구","보건·의료직",3,"지적장애-중증","09","울산"
"2020-09-14",32,"지적장애","중증","울산 남구","경영·행정·사무직",3,"지적장애-중증","09","울산"
"2020-11-02",20,"지적장애","중증","울산 중구","청소 및 기타 개인서비스직",2,"지적장애-중증","11","울산"
"2020-03-16",39,"지적장애","중증","울산 북구","청소 및 기타 개인서비스직",3,"지적장애-중증","03","울산"
"2020-06-01",44,"정신장애","중증","경남 진주시","경영·행정·사무직",4,"정신장애-중증","06","경남"
"2020-07-01",49,"지체장애","경증","제주 제주시","사회복지·종교직",4,"지체장애-경증","07","제주"
"2020-05-11",58,"시각장애","경증","제주 제주시","사회복지·종교직",5,"시각장애-경증","05","제주"
"2020-05-08",45,"지체장애","중증","제주 제주시","사회복지·종교직",4,"지체장애-중증","05","제주"
"2020-10-26",58,"지체장애","경증","제주 제주시","사회복지·종교직",5,"지체장애-경증","10","제주"
"2020-01-02",39,"정신장애","중증","인천 남동구","음식 서비스직",3,"정신장애-중증","01","인천"
"2020-01-06",39,"정신장애","중증","인천 남동구","음식 서비스직",3,"정신장애-중증","01","인천"
"2020-01-01",64,"시각장애","중증","인천 남동구","보건·의료직",6,"시각장애-중증","01","인천"
"2020-01-01",63,"시각장애","중증","인천 서구","보건·의료직",6,"시각장애-중증","01","인천"
"2020-01-01",53,"시각장애","중증","인천 서구","보건·의료직",5,"시각장애-중증","01","인천"
"2020-01-01",64,"시각장애","중증","인천 서구","보건·의료직",6,"시각장애-중증","01","인천"
"2020-02-04",31,"시각장애","중증","인천 남동구","보건·의료직",3,"시각장애-중증","02","인천"
"2020-01-01",73,"시각장애","중증","인천 남동구","보건·의료직",7,"시각장애-중증","01","인천"
"2020-01-01",54,"시각장애","중증","인천 서구","보건·의료직",5,"시각장애-중증","01","인천"
"2020-01-01",71,"시각장애","중증","인천 남동구","보건·의료직",7,"시각장애-중증","01","인천"
"2020-01-01",59,"시각장애","중증","인천 서구","보건·의료직",5,"시각장애-중증","01","인천"
"2020-12-14",21,"지적장애","중증","울산 북구","기계 설치·정비·생산직",2,"지적장애-중증","12","울산"
"2020-12-18",30,"정신장애","중증","울산 북구","기계 설치·정비·생산직",3,"정신장애-중증","12","울산"
"2020-09-01",20,"지적장애","중증","부산 영도구","영업·판매직",2,"지적장애-중증","09","부산"
"2020-01-30",29,"지적장애","중증","경기 부천시 원미구","인쇄·목재·공예 및 기타 설치·정비·생산직",2,"지적장애-중증","01","경기"
"2020-02-01",63,"지체장애","경증","전북 전주시","돌봄 서비스직(간병·육아)",6,"지체장애-경증","02","전북"
"2020-03-16",56,"지체장애","경증","대전 중구","돌봄 서비스직(간병·육아)",5,"지체장애-경증","03","대전"
"2020-02-01",27,"정신장애","중증","세종특별자치시","제조 단순직",2,"정신장애-중증","02","세종"
"2020-07-09",30,"지적장애","중증","전남 순천시","청소 및 기타 개인서비스직",3,"지적장애-중증","07","전남"
"2020-05-29",22,"지적장애","중증","전남 순천시","청소 및 기타 개인서비스직",2,"지적장애-중증","05","전남"
"2020-06-01",29,"지적장애","중증","전남 순천시","청소 및 기타 개인서비스직",2,"지적장애-중증","06","전남"
"2020-01-13",46,"정신장애","중증","전남 순천시","청소 및 기타 개인서비스직",4,"정신장애-중증","01","전남"
"2020-12-18",21,"지적장애","중증","전남 순천시","청소 및 기타 개인서비스직",2,"지적장애-중증","12","전남"
"2020-11-23",45,"지적장애","중증","전남 순천시","청소 및 기타 개인서비스직",4,"지적장애-중증","11","전남"
"2020-12-18",22,"지적장애","중증","전남 순천시","청소 및 기타 개인서비스직",2,"지적장애-중증","12","전남"
"2020-06-29",26,"지적장애","중증","전남 순천시","청소 및 기타 개인서비스직",2,"지적장애-중증","06","전남"
"2020-08-03",54,"지체장애","경증","전남 순천시","청소 및 기타 개인서비스직",5,"지체장애-경증","08","전남"
"2020-11-09",44,"지적장애","중증","서울 강남구","청소 및 기타 개인서비스직",4,"지적장애-중증","11","서울"
"2020-10-05",58,"지체장애","경증","부산 서구","제조 단순직",5,"지체장애-경증","10","부산"
"2020-09-01",29,"지적장애","중증","경기 구리시","제조 단순직",2,"지적장애-중증","09","경기"
"2020-01-01",27,"지적장애","중증","경기 구리시","제조 단순직",2,"지적장애-중증","01","경기"
"2020-09-01",46,"지적장애","중증","경기 구리시","제조 단순직",4,"지적장애-중증","09","경기"
"2020-08-01",24,"지적장애","중증","경기 구리시","제조 단순직",2,"지적장애-중증","08","경기"
"2020-09-01",34,"지적장애","중증","경기 구리시","제조 단순직",3,"지적장애-중증","09","경기"
"2020-01-01",30,"지적장애","중증","경기 구리시","제조 단순직",3,"지적장애-중증","01","경기"
"2020-10-01",20,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-10-01",20,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-10-01",20,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-10-01",20,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-10-01",23,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-10-01",20,"지적장애","중증","대구 달서구","음식 서비스직",2,"지적장애-중증","10","대구"
"2020-10-01",20,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-10-01",20,"지적장애","중증","대구 달서구","청소 및 기타 개인서비스직",2,"지적장애-중증","10","대구"
"2020-10-01",20,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-10-01",23,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-10-01",23,"지적장애","중증","대구 달서구","경영·행정·사무직",2,"지적장애-중증","10","대구"
"2020-08-03",59,"청각장애","중증","경기 남양주시","제조 단순직",5,"청각장애-중증","08","경기"
"2020-01-02",39,"시각장애","중증","충남 공주시","보건·의료직",3,"시각장애-중증","01","충남"
"2020-11-02",24,"지적장애","중증","경기 화성시(화성)","인쇄·목재·공예 및 기타 설치·정비·생산직",2,"지적장애-중증","11","경기"
"2020-11-12",21,"지적장애","중증","충남 예산군","운전·운송직",2,"지적장애-중증","11","충남"
"2020-10-12",33,"시각장애","경증","충남 예산군","운전·운송직",3,"시각장애-경증","10","충남"
"2020-03-02",21,"지적장애","중증","충남 예산군","기계 설치·정비·생산직",2,"지적장애-중증","03","충남"
"2020-08-10",20,"지적장애","중증","충남 예산군","기계 설치·정비·생산직",2,"지적장애-중증","08","충남"
"2020-01-01",22,"지적장애","중증","인천 동구","미용·예식 서비스직",2,"지적장애-중증","01","인천"
"2020-01-01",26,"지적장애","중증","인천 동구","미용·예식 서비스직",2,"지적장애-중증","01","인천"
"2020-01-01",26,"지적장애","중증","인천 동구","보건·의료직",2,"지적장애-중증","01","인천"
"2020-01-01",26,"지적장애","중증","인천 동구","미용·예식 서비스직",2,"지적장애-중증","01","인천"
"2020-01-01",33,"지적장애","중증","인천 동구","보건·의료직",3,"지적장애-중증","01","인천"
"2020-01-01",23,"지적장애","중증","인천 동구","미용·예식 서비스직",2,"지적장애-중증","01","인천"
"2020-01-01",24,"지적장애","중증","인천 동구","미용·예식 서비스직",2,"지적장애-중증","01","인천"
"2020-01-01",26,"지적장애","중증","인천 동구","미용·예식 서비스직",2,"지적장애-중증","01","인천"
"2020-01-01",24,"지적장애","중증","인천 동구","돌봄 서비스직(간병·육아)",2,"지적장애-중증","01","인천"
"2020-01-01",39,"지적장애","중증","인천 동구","돌봄 서비스직(간병·육아)",3,"지적장애-중증","01","인천"
"2020-01-01",46,"지적장애","중증","인천 동구","보건·의료직",4,"지적장애-중증","01","인천"
"2020-01-01",30,"지적장애","중증","인천 동구","보건·의료직",3,"지적장애-중증","01","인천"
"2020-01-01",41,"지적장애","중증","인천 동구","미용·예식 서비스직",4,"지적장애-중증","01","인천"
"2020-08-24",37,"지적장애","중증","인천 동구","돌봄 서비스직(간병·육아)",3,"지적장애-중증","08","인천"
"2020-01-01",50,"지적장애","중증","인천 동구","돌봄 서비스직(간병·육아)",5,"지적장애-중증","01","인천"
"2020-01-01",43,"지적장애","중증","인천 동구","미용·예식 서비스직",4,"지적장애-중증","01","인천"
"2020-01-01",28,"지적장애","중증","인천 동구","미용·예식 서비스직",2,"지적장애-중증","01","인천"
"2020-01-01",31,"지적장애","중증","인천 동구","미용·예식 서비스직",3,"지적장애-중증","01","인천"
"2020-01-01",38,"지적장애","중증","인천 동구","돌봄 서비스직(간병·육아)",3,"지적장애-중증","01","인천"
"2020-01-01",31,"지적장애","중증","인천 동구","미용·예식 서비스직",3,"지적장애-중증","01","인천"
"2020-02-03",26,"지적장애","중증","서울 종로구","인쇄·목재·공예 및 기타 설치·정비·생산직",2,"지적장애-중증","02","서울"
"2020-01-01",32,"시각장애","중증","인천 서구","사회복지·종교직",3,"시각장애-중증","01","인천"
"2020-01-01",27,"시각장애","중증","인천 서구","사회복지·종교직",2,"시각장애-중증","01","인천"
"2020-06-15",53,"지체장애","경증","서울 송파구","청소 및 기타 개인서비스직",5,"지체장애-경증","06","서울"
"2020-09-08",28,"지적장애","중증","전남 무안군","제조 단순직",2,"지적장애-중증","09","전남"
"2020-05-18",47,"지적장애","중증","전남 무안군","제조 단순직",4,"지적장애-중증","05","전남"
"2020-03-02",40,"지적장애","중증","전남 무안군","제조 단순직",4,"지적장애-중증","03","전남"
"2020-04-09",59,"지체장애","경증","부산 동구","경영·행정·사무직",5,"지체장애-경증","04","부산"
"2020-02-01",22,"지적장애","중증","경기 화성시","청소 및 기타 개인서비스직",2,"지적장애-중증","02","경기"
"2020-01-01",35,"지적장애","중증","경기 화성시","청소 및 기타 개인서비스직",3,"지적장애-중증","01","경기"
"2020-07-21",21,"지적장애","중증","경기 이천시","경영·행정·사무직",2,"지적장애-중증","07","경기"
"2020-07-21",28,"지적장애","중증","경기 이천시","경영·행정·사무직",2,"지적장애-중증","07","경기"
"2020-05-04",29,"지적장애","중증","경기 이천시","사회복지·종교직",2,"지적장애-중증","05","경기"
"2020-05-04",26,"지적장애","중증","경기 이천시","사회복지·종교직",2,"지적장애-중증","05","경기"
"2020-10-05",38,"지체장애","경증","전북 전주시 덕진구","경영·행정·사무직",3,"지체장애-경증","10","전북"
"2020-08-03",43,"지체장애","경증","전북 전주시 덕진구","경영·행정·사무직",4,"지체장애-경증","08","전북"
"2020-07-01",74,"청각장애","경증","대구 동구","청소 및 기타 개인서비스직",7,"청각장애-경증","07","대구"
"2020-05-01",58,"지체장애","경증","대구 북구","청소 및 기타 개인서비스직",5,"지체장애-경증","05","대구"
"2020-04-01",69,"지체장애","경증","대구 동구","청소 및 기타 개인서비스직",6,"지체장애-경증","04","대구"
"2020-06-22",73,"청각장애","경증","대구 동구","청소 및 기타 개인서비스직",7,"청각장애-경증","06","대구"
"2020-07-02",26,"지적장애","중증","경북 구미시","청소 및 기타 개인서비스직",2,"지적장애-중증","07","경북"
"2020-07-01",45,"지체장애","경증","경북 구미시","청소 및 기타 개인서비스직",4,"지체장애-경증","07","경북"
"2020-07-06",22,"지적장애","중증","경북 구미시","청소 및 기타 개인서비스직",2,"지적장애-중증","07","경북"
"2020-07-27",26,"지체장애","경증","경북 구미시","영업·판매직",2,"지체장애-경증","07","경북"
"2020-11-24",26,"지적장애","중증","경북 구미시","청소 및 기타 개인서비스직",2,"지적장애-중증","11","경북"
"2020-12-14",51,"지체장애","경증","경북 구미시","청소 및 기타 개인서비스직",5,"지체장애-경증","12","경북"
"2020-10-27",21,"지적장애","중증","경북 구미시","영업·판매직",2,"지적장애-중증","10","경북"
"2020-10-27",26,"지적장애","중증","경북 구미시","영업·판매직",2,"지적장애-중증","10","경북"
"2020-02-10",37,"지적장애","중증","경북 구미시","청소 및 기타 개인서비스직",3,"지적장애-중증","02","경북"
"2020-02-10",40,"지적장애","중증","경북 구미시","청소 및 기타 개인서비스직",4,"지적장애-중증","02","경북"
"2020-02-10",33,"정신장애","중증","경북 구미시","청소 및 기타 개인서비스직",3,"정신장애-중증","02","경북"
"2020-02-10",31,"지적장애","중증","경북 구미시","청소 및 기타 개인서비스직",3,"지적장애-중증","02","경북"
"2020-01-08",20,"지적장애","중증","대전 서구","청소 및 기타 개인서비스직",2,"지적장애-중증","01","대전"
"2020-02-19",29,"지적장애","중증","대전 서구","청소 및 기타 개인서비스직",2,"지적장애-중증","02","대전"
"2020-02-10",26,"지적장애","중증","대전 서구","청소 및 기타 개인서비스직",2,"지적장애-중증","02","대전"
"2020-02-17",31,"지적장애","경증","대전 서구","청소 및 기타 개인서비스직",3,"지적장애-경증","02","대전"
"2020-02-12",68,"지체장애","경증","대전 서구","청소 및 기타 개인서비스직",6,"지체장애-경증","02","대전"
"2020-07-03",21,"지적장애","중증","대전 서구","청소 및 기타 개인서비스직",2,"지적장애-중증","07","대전"
"2020-11-01",24,"지적장애","중증","대구 동구","인쇄·목재·공예 및 기타 설치·정비·생산직",2,"지적장애-중증","11","대구"
"2020-11-01",24,"지적장애","중증","대구 동구","인쇄·목재·공예 및 기타 설치·정비·생산직",2,"지적장애-중증","11","대구"
"2020-11-01",26,"지적장애","중증","대구 동구","인쇄·목재·공예 및 기타 설치·정비·생산직",2,"지적장애-중증","11","대구"
"2020-11-01",34,"지적장애","중증","대구 동구","인쇄·목재·공예 및 기타 설치·정비·생산직",3,"지적장애-중증","11","대구"
"2020-01-06",39,"지적장애","중증","충북 청주시","청소 및 기타 개인서비스직",3,"지적장애-중증","01","충북"
"2020-01-06",23,"지적장애","중증","충북 청주시","청소 및 기타 개인서비스직",2,"지적장애-중증","01","충북"
"2020-01-06",33,"지적장애","중증","충북 청주시","청소 및 기타 개인서비스직",3,"지적장애-중증","01","충북"
"2020-01-06",48,"지적장애","중증","충북 청주시","청소 및 기타 개인서비스직",4,"지적장애-중증","01","충북"
"2020-01-06",37,"청각장애","중증","충북 청주시","음식 서비스직",3,"청각장애-중증","01","충북"
"2020-01-06",68,"청각장애","중증","충북 청주시","음식 서비스직",6,"청각장애-중증","01","충북"
"2020-01-06",35,"지적장애","중증","충북 청주시","청소 및 기타 개인서비스직",3,"지적장애-중증","01","충북"
"2020-01-06",41,"정신장애","중증","충북 청주시","청소 및 기타 개인서비스직",4,"정신장애-중증","01","충북"
"2020-01-06",48,"정신장애","중증","충북 청주시","청소 및 기타 개인서비스직",4,"정신장애-중증","01","충북"
"2020-01-06",30,"정신장애","중증","충북 청주시","경영·행정·사무직",3,"정신장애-중증","01","충북"
"2020-01-06",32,"지적장애","중증","충북 청주시","음식 서비스직",3,"지적장애-중증","01","충북"
"2020-01-06",68,"지체장애","중증","충북 청주시","청소 및 기타 개인서비스직",6,"지체장애-중증","01","충북"
"2020-01-06",58,"청각장애","중증","충북 청주시","경영·행정·사무직",5,"청각장애-중증","01","충북"
"2020-01-06",61,"정신장애","중증","충북 청주시","청소 및 기타 개인서비스직",6,"정신장애-중증","01","충북"
"2020-01-06",39,"정신장애","중증","충북 청주시","청소 및 기타 개인서비스직",3,"정신장애-중증","01","충북"
"2020-01-06",43,"정신장애","중증","충북 청주시","청소 및 기타 개인서비스직",4,"정신장애-중증","01","충북"
"2020-01-06",55,"정신장애","중증","충북 청주시","청소 및 기타 개인서비스직",5,"정신장애-중증","01","충북"
"2020-01-06",24,"지적장애","중증","충북 청주시","음식 서비스직",2,"지적장애-중증","01","충북"
"2020-01-06",43,"지적장애","중증","충북 청주시","청소 및 기타 개인서비스직",4,"지적장애-중증","01","충북"
"2020-01-06",40,"지적장애","중증","충북 청주시","음식 서비스직",4,"지적장애-중증","01","충북"
"2020-01-06",65,"청각장애","중증","충북 청주시","경영·행정·사무직",6,"청각장애-중증","01","충북"
"2020-01-06",40,"지적장애","중증","충북 청주시","청소 및 기타 개인서비스직",4,"지적장애-중증","01","충북"
"2020-01-01",62,"지체장애","경증","경북 포항시 남구","경호·경비직",6,"지체장애-경증","01","경북"
"2020-01-01",68,"지체장애","경증","경북 포항시 남구","경호·경비직",6,"지체장애-경증","01","경북"
"2020-01-20",39,"정신장애","중증","경북 포항시 남구","경호·경비직",3,"정신장애-중증","01","경북"
